t,counts,true_signal,background,is_injected_anomaly,z_score,anom_z,anom_iso,anom_any
193,63,43.708303786362535,7.376866575345321,0,-0.08165396781234517,0,0,0
194,51,43.18238328832017,5.8357725907739075,0,-0.27715428978922907,0,0,0
195,47,42.67016058936944,5.963163788626504,0,-0.3423210637815237,0,0,0
196,56,42.17222491237579,6.885996076813426,0,-0.1956958222988608,0,0,0
197,47,41.68913413741449,6.263236926284247,0,-0.3423210637815237,0,0,0
198,60,41.22141316900431,6.496926879967957,0,-0.13052904830656614,0,0,0
199,32,40.769552395288684,6.401934260885293,0,-0.5866964662526285,0,0,0
200,53,40.33400624336311,6.70254472927936,0,-0.24457090279308175,0,0,0
201,53,39.915191834684606,7.34448911678823,0,-0.24457090279308175,0,0,0
202,40,39.51348774422447,6.5543509441410475,0,-0.45636291826803926,0,0,0
203,75,39.12923286674276,6.886363275966115,1,0.11384635416453871,0,0,0
204,39,38.76272539326826,5.2698967393813865,0,-0.47265461176611295,0,0,0
205,44,38.41422190056724,6.470768958841929,0,-0.3911961442757447,0,0,0
206,36,38.08393655607413,5.994061837824278,0,-0.521529692260334,0,0,0
207,41,37.77204044044164,5.768712163745823,0,-0.44007122476996563,0,0,0
208,40,37.478660989545446,5.97310857984275,0,-0.45636291826803926,0,0,0
209,43,37.203881557451766,6.299525935579513,0,-0.4074878377738183,0,0,0
210,46,36.94774110152471,7.049541525413607,0,-0.35861275727959735,0,0,0
211,57,36.71023399051608,5.704164369356262,0,-0.17940412880078713,0,0,0
212,36,36.49130993614327,6.51837889555665,0,-0.521529692260334,0,0,0
213,50,36.290874048322905,6.209498339999853,0,-0.2934459832873027,0,0,0
214,41,36.10878701388942,6.303396143382823,0,-0.44007122476996563,0,0,0
215,44,35.944865398289174,7.101654695182763,0,-0.3911961442757447,0,0,0
216,39,35.79888206940433,6.822869262202356,0,-0.47265461176611295,0,0,0
217,40,35.67056674232615,7.302438864465646,0,-0.45636291826803926,0,0,0
218,40,35.559606643566184,6.407296592450059,0,-0.45636291826803926,0,0,0
219,46,35.46564729286644,6.082434432997578,0,-0.35861275727959735,0,0,0
220,52,35.38829340044835,6.3656847098717,0,-0.2608625962911554,0,0,0
221,45,35.32710987722299,6.645498074762733,0,-0.374904450777671,0,0,0
222,40,35.28162295517719,6.605944015072227,0,-0.45636291826803926,0,0,0
223,32,35.25132141484692,5.84936715665998,0,-0.5866964662526285,0,0,0
224,45,35.235657916497374,6.554293868976725,0,-0.374904450777671,0,0,0
225,45,35.23405043134429,6.6369369980833435,0,-0.374904450777671,0,0,0
226,40,35.24588376887768,8.010484422520353,0,-0.45636291826803926,0,0,0
227,38,35.2705111960855,7.626106766769002,0,-0.4889463052641866,0,0,0
228,33,35.307256144123635,5.988053989664708,0,-0.5704047727545549,0,0,0
229,33,35.35541399773883,6.327569983070495,0,-0.5704047727545549,0,0,0
230,44,35.414253962524604,5.621934798897798,0,-0.3911961442757447,0,0,0
231,35,35.48302100487726,6.1455757916219085,0,-0.5378213857584075,0,0,0
232,44,35.56093785932008,6.689363002154204,0,-0.3911961442757447,0,0,0
233,45,35.64720709767907,7.22351217253294,0,-0.374904450777671,0,0,0
234,45,35.74101325442479,6.062549697353835,0,-0.374904450777671,0,0,0
235,40,35.841525002340624,6.107512135959322,0,-0.45636291826803926,0,0,0
236,43,35.9478973725404,5.211626582156807,0,-0.4074878377738183,0,0,0
237,55,36.059274012737,6.402400447673055,0,-0.21198751579693442,0,0,0
238,38,36.174789477558555,5.862551352884262,0,-0.4889463052641866,0,0,0
239,42,36.293571544621706,6.1823363435803556,0,-0.423779531271892,0,0,0
240,39,36.41474355000069,5.973883533099447,0,-0.47265461176611295,0,0,0
241,48,36.53742673667817,6.443442467448466,0,-0.32602937028345,0,0,0
242,47,36.66074260952817,5.445362965186021,0,-0.3423210637815237,0,0,0
243,42,36.78381529036427,5.619772852765406,0,-0.423779531271892,0,0,0
244,48,36.905773866585484,7.777548267216979,0,-0.32602937028345,0,0,0
245,38,37.02575472697073,5.727546451235582,0,-0.4889463052641866,0,0,0
246,41,37.142903878207555,5.8419286529272165,0,-0.44007122476996563,0,0,0
247,37,37.25637923579433,7.6021481169927885,0,-0.5052379987622603,0,0,0
248,42,37.36535288302517,8.243040301544244,0,-0.423779531271892,0,0,0
249,51,37.46901329185479,5.797060022704795,0,-0.27715428978922907,0,0,0
250,50,37.56656749954474,6.279050625927182,0,-0.2934459832873027,0,0,0
251,38,37.65724323511437,6.704933330564305,0,-0.4889463052641866,0,0,0
252,44,37.740290989757256,7.537218586643355,0,-0.3911961442757447,0,0,0
253,31,37.814986025537735,5.9078857529430575,0,-0.6029881597507022,0,0,0
254,50,37.88063031685137,6.352833292434735,0,-0.2934459832873027,0,0,0
255,90,37.93655441931789,6.966402545637046,1,0.35822175663564354,0,0,0
256,35,37.982119260974,6.760859644679972,0,-0.5378213857584075,0,0,0
257,37,38.01671785084657,6.27430635726194,0,-0.5052379987622603,0,0,0
258,45,38.039776900213425,6.419706221290375,0,-0.374904450777671,0,0,0
259,47,38.05075835209857,5.675062514978011,0,-0.3423210637815237,0,0,0
260,45,38.04916081479985,6.357095753615201,0,-0.374904450777671,0,0,0
261,85,38.03452089551096,6.340167505994627,1,0.27676328914527526,0,0,0
262,43,38.00641443037293,6.639301933775753,0,-0.4074878377738183,0,0,0
263,93,37.96445760757493,6.1668036687085905,1,0.40709683712986455,0,0,0
264,52,37.90830798041703,6.782923113527083,0,-0.2608625962911554,0,0,0
265,41,37.83766536754951,7.107629490691897,0,-0.44007122476996563,0,0,0
266,51,37.75227263791271,6.59325759660108,0,-0.27715428978922907,0,0,0
267,54,37.65191637821745,6.7110538450395225,0,-0.22827920929500808,0,0,0
268,53,37.536427441128296,6.5318932085467205,0,-0.24457090279308175,0,0,0
269,36,37.40568137263883,6.500050635854849,0,-0.521529692260334,0,0,0
270,31,37.2595987174597,6.067065179874292,0,-0.6029881597507022,0,0,0
271,80,37.0981452015742,6.689896557003985,1,0.195304821654907,0,0,0
272,46,36.92133179145348,6.441628040951906,0,-0.35861275727959735,0,0,0
273,37,36.729214629761316,7.755900985358357,0,-0.5052379987622603,0,0,0
274,52,36.52189484771698,7.444012941485146,0,-0.2608625962911554,0,0,0
275,44,36.29951825462349,6.7315079315339,0,-0.3911961442757447,0,0,0
276,32,36.062274905404315,6.042165674183139,0,-0.5866964662526285,0,0,0
277,46,35.81039854732731,5.832553116809949,0,-0.35861275727959735,0,0,0
278,48,35.544165947424815,7.214685771853319,0,-0.32602937028345,0,0,0
279,47,35.26389610244676,6.657649535088283,0,-0.3423210637815237,0,0,0
280,39,34.96994933350512,6.7880860420349665,0,-0.47265461176611295,0,0,0
281,34,34.662726267884764,5.453248407815485,0,-0.5541130792564812,0,0,0
282,32,34.34266671080461,7.056463088934908,0,-0.5866964662526285,0,0,0
283,34,34.01024841021498,6.772652202928618,0,-0.5541130792564812,0,0,0
284,46,33.66598571801058,5.833741589351313,0,-0.35861275727959735,0,0,0
285,42,33.31042815132193,6.217085115530031,0,-0.423779531271892,0,0,0
286,38,32.944158857822664,6.658230322613912,0,-0.4889463052641866,0,0,0
287,33,32.56779298925292,6.531480079013746,0,-0.5704047727545549,0,0,0
288,41,32.18197598761091,6.324697288517867,0,-0.44007122476996563,0,0,0
289,43,31.78738178870414,6.437907039160423,0,-0.4074878377738183,0,0,0
290,39,31.384710947978263,6.348813573075868,0,-0.47265461176611295,0,0,0
291,41,30.97468869375493,6.5915375072614815,0,-0.44007122476996563,0,0,0
292,38,30.55806291320888,7.3828951837958945,0,-0.4889463052641866,0,0,0
293,34,30.13560207659879,4.960004935441221,0,-0.5541130792564812,0,0,0
294,43,29.708093105436255,6.357889841294189,0,-0.4074878377738183,0,0,0
295,34,29.276339190430402,6.605907452823468,0,-0.5541130792564812,0,0,0
296,36,28.8411575651838,6.67759639381226,0,-0.521529692260334,0,0,0
297,36,28.40337724173661,6.276851251207226,0,-0.521529692260334,0,0,0
298,22,27.963836714160486,5.44596693051285,0,-0.7496134012333651,0,0,0
299,29,27.523381636491326,6.696797290228465,0,-0.6355715467468496,0,0,0
300,37,27.082862481360788,7.536410128498511,0,-0.5052379987622603,0,0,0
301,40,26.643132185738875,5.579683157050318,0,-0.45636291826803926,0,0,0
302,33,26.20504379023579,7.018296808218913,0,-0.5704047727545549,0,0,0
303,21,25.769448078428702,6.302884866126264,0,-0.7659050947314388,0,0,0
304,33,25.3371912226793,6.463205392502692,0,-0.5704047727545549,0,0,0
305,34,24.90911244289004,5.868260893577631,0,-0.5541130792564812,0,0,0
306,22,24.486041684611788,6.299326296586474,0,-0.7496134012333651,0,0,0
307,30,24.068797322862494,7.280026756819375,0,-0.6192798532487759,0,0,0
308,27,23.658183897946248,6.849593145192625,0,-0.6681549337429968,0,0,0
309,19,23.254989889474228,7.539386963245967,0,-0.7984884817275861,0,0,0
310,26,22.859985534684686,7.206447133386616,0,-0.6844466272410705,0,0,0
311,39,22.473920697037425,6.7634520073577455,0,-0.47265461176611295,0,0,0
312,22,22.097522790920774,7.546360715700676,0,-0.7496134012333651,0,0,0
313,30,21.731494768155265,6.763395895242979,0,-0.6192798532487759,0,0,0
314,34,21.376513171808714,6.996792906078236,0,-0.5541130792564812,0,0,0
315,26,21.033226262653294,6.322057427879175,0,-0.6844466272410705,0,0,0
316,39,20.70225222339584,6.539927489515523,0,-0.47265461176611295,0,0,0
317,32,20.38417744559972,6.081545706019834,0,-0.5866964662526285,0,0,0
318,25,20.0795549039899,7.0937503607569115,0,-0.7007383207391441,0,0,0
319,27,19.78890262259344,5.793017826131081,0,-0.6681549337429968,0,0,0
320,24,19.512702236915942,6.969410205450597,0,-0.7170300142372178,0,0,0
321,27,19.251397656091473,6.385609365496904,0,-0.6681549337429968,0,0,0
322,25,19.005393828669153,7.202748256080391,0,-0.7007383207391441,0,0,0
323,35,18.775055615416044,6.9505213932387555,0,-0.5378213857584075,0,0,0
324,23,18.56070677222238,7.592387694588081,0,-0.7333217077352915,0,0,0
325,26,18.3626290458936,6.938464814683186,0,-0.6844466272410705,0,0,0
326,26,18.18106138530415,5.556775846608056,0,-0.6844466272410705,0,0,0
327,22,18.01619927007217,6.45982809626108,0,-0.7496134012333651,0,0,0
328,22,17.86819415859162,5.7967956844431106,0,-0.7496134012333651,0,0,0
329,18,17.73715305693188,6.189032094580235,0,-0.8147801752256597,0,0,0
330,23,17.623138209783132,7.406737059966033,0,-0.7333217077352915,0,0,0
331,25,17.526166914291608,6.882520286538617,0,-0.7007383207391441,0,0,0
332,20,17.44621145729202,6.080641742852753,0,-0.7821967882295124,0,0,0
333,32,17.38319917610614,5.891769580135761,0,-0.5866964662526285,0,0,0
334,26,17.337012642738056,6.5196692557257565,0,-0.6844466272410705,0,0,0
335,33,17.30748997095829,5.770063910371324,0,-0.5704047727545549,0,0,0
336,32,17.29442524543233,6.097315833562051,0,-0.5866964662526285,0,0,0
337,27,17.297569071714463,6.687205682930746,0,-0.6681549337429968,0,0,0
338,30,17.31662924559679,7.193187221664018,0,-0.6192798532487759,0,0,0
339,24,17.351271539976008,6.865256883334664,0,-0.7170300142372178,0,0,0
340,27,17.401120607078617,5.12522629484114,0,-0.6681549337429968,0,0,0
341,31,17.46576099356882,6.682620037418156,0,-0.6029881597507022,0,0,0
342,25,17.544738265754596,6.543220143939546,0,-0.7007383207391441,0,0,0
343,19,17.637560241804746,6.748334171223616,0,-0.7984884817275861,0,0,0
344,25,17.743698327597443,7.469725808990725,0,-0.7007383207391441,0,0,0
345,29,17.862588952536296,5.262057033917154,0,-0.6355715467468496,0,0,0
346,25,17.993635101395657,6.145337944885337,0,-0.7007383207391441,0,0,0
347,23,18.136207937994723,6.8545437936760125,0,-0.7333217077352915,0,0,0
348,29,18.289648516247162,5.551043360327634,0,-0.6355715467468496,0,0,0
349,27,18.453269573894342,7.385569428832105,0,-0.6681549337429968,0,0,0
350,23,18.626357404003457,6.721013967620395,0,-0.7333217077352915,0,0,0
351,19,18.808173799098522,7.007950391506043,0,-0.7984884817275861,0,0,0
352,31,18.99795806259317,6.157433803086923,0,-0.6029881597507022,0,0,0
353,23,19.194929082010482,6.9882582139797265,0,-0.7333217077352915,0,0,0
354,26,19.398287458304242,7.141082933593423,0,-0.6844466272410705,0,0,0
355,20,19.60721768544414,6.639726812082301,0,-0.7821967882295124,0,0,0
356,24,19.82089037428814,6.640640535619218,0,-0.7170300142372178,0,0,0
357,27,20.038464514644495,6.6622059435690355,0,-0.6681549337429968,0,0,0
358,20,20.259089769321925,5.981992841156371,0,-0.7821967882295124,0,0,0
359,24,20.48190879387714,6.411482791855788,0,-0.7170300142372178,0,0,0
360,81,20.706059575700348,6.408486480528585,1,0.21159651515298064,0,0,0
361,19,20.930677786025118,6.730036318612097,0,-0.7984884817275861,0,0,0
362,62,21.15489913841429,7.099894548146176,1,-0.09794566131041883,0,0,0
363,26,21.377861747255128,5.864878350812955,0,-0.6844466272410705,0,0,0
364,25,21.598708479798237,6.424994581808253,0,-0.7007383207391441,0,0,0
365,57,21.816589295290896,7.388873328595384,1,-0.17940412880078713,0,0,0
366,22,22.030663564792007,6.053847062712461,0,-0.7496134012333651,0,0,0
367,37,22.24010236530858,6.006649989625807,0,-0.5052379987622603,0,0,0
368,27,22.44409074196344,6.621383715098716,0,-0.6681549337429968,0,0,0
369,26,22.641829931992866,7.006631114291192,0,-0.6844466272410705,0,0,0
370,21,22.832539544475765,6.506855633336396,0,-0.7659050947314388,0,0,0
